recipient,2023,2024,change
Palestine,1949.005812,2935.110425,0.505952629
Ukraine,3863.509425,2838.799646,-0.265227716
Yemen,2305.162449,2367.443594,0.027018115
Sudan,1606.909446,2102.727652,0.308553918
Afghanistan,2107.105367,1752.958259,-0.168072805
Syria,3516.691261,1695.2353,-0.51794594
DRC,1136.024255,1466.557061,0.290955765
Lebanon,887.0517458,1357.557456,0.530415179
South Sudan,1394.880564,1338.855724,-0.040164614
Ethiopia,1789.783603,1292.833012,-0.277659596
