id,amountUSD,fullParkedAmountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date
301555,1377246,,2027,,financial,2024-02-14T12:52:57.743Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Amélioration protection popul. vulnerab - Human rights,earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,1150000,CHF,Traditional aid,,commitment,2024-02-14T12:52:57.743Z,1,incoming,single,7F-11250.99,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,10,Protection,single,,,,96,Haiti,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
301560,598802,,2027,,financial,2024-02-14T13:01:02.821Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Disaster Risk Reduction (DRR) - Livelihood for Rohingya Response,earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,500000,CHF,Traditional aid,,commitment,2024-02-14T13:01:02.821Z,1,incoming,single,7F-11246.99,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,2,Early Recovery,single,,,,19,Bangladesh,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
301590,516529,,2027,,financial,2024-02-15T13:12:50.646Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Agricultural development,earmarked,0.968,2024-01-12T00:00:00Z,Standard,,TRUE,500000,CHF,Traditional aid,,commitment,2024-02-15T13:12:50.646Z,1,incoming,single,7F-10527.99,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,26512,Agriculture,single,,,,44,Chad,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
301614,79042,,2027,,financial,2024-02-16T12:47:25.772Z,2023-01-12T00:00:00Z,,Disaster Risk Reduction (DRR),earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,66000,CHF,Traditional aid,,commitment,2024-02-16T12:47:25.772Z,1,incoming,single,7F-11221.01,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,26481,Other,single,,,,242; 49; 65; 175; 27; 11,"Venezuela, Bolivarian Republic of; Colombia; Ecuador; Peru; Bolivia, Plurinational State of; Argentina",shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL,4543,Private (individuals & organizations),single,Private Organizations,International Private Organizations,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
302060,1122334,,2026,,financial,2024-02-20T08:41:57.211Z,2023-01-12T00:00:00Z,,Women's equality organisations,earmarked,0.891,2024-01-12T00:00:00Z,Standard,,TRUE,1000000,CHF,Traditional aid,,paid,2024-02-20T08:41:57.211Z,1,incoming,single,7F-11120.99,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,13,Protection - Gender-Based Violence,single,,,,115; 121; 220; 230; 240,Kazakhstan; Kyrgyzstan; Tajikistan; Turkmenistan; Uzbekistan,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,4543,Private (individuals & organizations),single,Private Organizations,International Private Organizations,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
302086,877385,,2024,,financial,2024-12-20T02:30:20.196Z,2024-01-19T00:00:00Z,2024-01-19T00:00:00Z,Iceland Contribution to CERF 2027,unearmarked,136.7701,2024-02-21T00:00:00Z,Standard,,TRUE,120000000,ISK,Traditional aid,,commitment,2024-12-20T05:54:12.022Z,3,incoming,single,OCT/ISL/2027/76137/OCHA(CERF)/Unallocated/82660,102,Iceland,single,,,,4845,"Iceland, Government of",single,Governments,National Governments,National and Sub-National State Actors,45,2024,single,,,,,,,,,,,,,,,,,,,,,,4762,Central Emergency Response Fund,single,Pooled Funds,Global UN Pooled Funds,Pooled Funds,48,2027,single,,,,Primary,Office for the Coordination of Humanitarian Affairs,From OCT-CERF,2024-12-20T00:00:00.000Z
302196,1346801,,2027,,financial,2024-02-23T08:06:26.019Z,2023-01-12T00:00:00Z,,Primary education,earmarked,0.891,2024-01-12T00:00:00Z,Standard,,TRUE,1200000,CHF,Traditional aid,,commitment,2024-02-23T08:06:26.019Z,1,incoming,single,7F-11209.01,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,3,Education,single,,,,162,Niger,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
302199,600449,,2027,,financial,2024-02-23T08:09:03.815Z,2023-01-12T00:00:00Z,,Security system management,earmarked,0.891,2024-01-12T00:00:00Z,Standard,,TRUE,535000,CHF,Traditional aid,,commitment,2024-02-23T08:09:03.815Z,1,incoming,single,7F-11209.01,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,10,Protection,single,,,,162,Niger,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
302393,35600,3285871,2023,305752,financial,2024-12-19T02:31:29.254Z,2023-08-23T00:00:00Z,2023-08-23T00:00:00Z,"Improving access to safe and protected learning environments for conflict affected children in the State of Palestine, through improved EiE response, coordination, and evidence generation.",unearmarked,0.913,2024-03-02T00:00:00Z,Parked,Multiyear,TRUE,32503,EUR,Traditional aid,,commitment,2025-03-07T12:24:02.270Z,2,incoming,shared,ECHO/PSE/BUD/2023/91009,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,171,Occupied Palestinian Territory,single,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,44; 45; 46; 47; 48,2023; 2024; 2025; 2026; 2027,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,Primary,European Commission's Humanitarian Aid and Civil Protection Department,From EDRIS,2024-12-18T00:00:00.000Z
302646,538922,,2027,,financial,2024-03-11T07:26:05.243Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Household food security,earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,450000,CHF,Traditional aid,,commitment,2024-03-11T07:26:05.243Z,1,incoming,single,7F-09860.99,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,6,Food Security,single,,,,52,Democratic Republic of the Congo,single,,,,8582,Oxfam GB,single,NGOs,Internationally Affiliated Organizations,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
303327,601198,,2027,,financial,2024-03-22T09:01:30.686Z,2024-01-16T00:00:00Z,2024-01-16T00:00:00Z,LEB Direct Action WASH Bekaa,earmarked,0.835,2024-01-16T00:00:00Z,Standard,,TRUE,502000,CHF,Traditional aid,,commitment,2024-03-22T09:01:30.686Z,1,incoming,single,7F-09459.03,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,11,Water Sanitation Hygiene,single,,,,124,Lebanon,single,,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Governments,International Government Entities,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-16T00:00:00.000Z
303341,1197605,,2027,,financial,2024-03-22T12:07:28.922Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Conflict prevention,softly earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,1000000,CHF,Traditional aid,,commitment,2024-03-22T12:07:28.922Z,1,incoming,single,7F-09499.03,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,,,,,,,49,Colombia,single,,,,11310,UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,single,Pooled Funds,Country-based UN Pooled Funds,Pooled Funds,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
303346,718563,,2027,,financial,2024-03-22T12:24:36.473Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Children's Rights,softly earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,600000,CHF,Traditional aid,,commitment,2024-05-29T13:06:45.373Z,1,incoming,single,7F-09537.03,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,962,oPt Complex Emergency 2023-24,single,,,,12,Protection - Child Protection,single,,,,171,Occupied Palestinian Territory,single,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
303421,1443114,,2027,,financial,2024-03-22T15:28:20.055Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Disaster Risk Reduction (DRR),softly earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,1205000,CHF,Traditional aid,,commitment,2024-05-29T14:02:06.434Z,1,incoming,single,7F-09710.99,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,26481,Other,single,,,,220,Tajikistan,single,,,,4761,Aga Khan Foundation,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
303435,1197605,,2027,,financial,2024-03-22T16:04:54.321Z,2024-01-16T00:00:00Z,2024-01-16T00:00:00Z,Protection,earmarked,0.835,2024-01-16T00:00:00Z,Standard,,TRUE,1000000,CHF,Traditional aid,,commitment,2024-03-22T16:04:54.321Z,1,incoming,single,7F-09750.99,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,10,Protection,single,,,,218,Syrian Arab Republic,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-16T00:00:00.000Z
303660,239521,,2027,,financial,2024-03-24T15:23:32.702Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Water sanitation,earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,200000,CHF,Traditional aid,,commitment,2024-03-24T15:23:32.702Z,1,incoming,single,7F-10086.02,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,11,Water Sanitation Hygiene,single,,,,248,Yemen,single,,,,3230,Solidarités International,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
303734,778443,,2027,,financial,2024-03-25T08:36:35.561Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Protection,earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,650000,CHF,Traditional aid,,commitment,2024-03-25T08:36:35.561Z,1,incoming,single,7F-10087.99,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,10,Protection,single,,,,52,Democratic Republic of the Congo,single,,,,3200,Transcultural Psychosocial Organization,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
303771,614525,,2027,,financial,2024-03-25T09:10:36.597Z,2023-11-23T00:00:00Z,2023-01-01T00:00:00Z,Afghanistan	Other NGO Int/Foreign North	AFG: TLO Cash for EQ-victims	Not applicable all	Project/Programme contribution	Material relief assistance,earmarked,0.895,2023-11-23T00:00:00Z,Standard,,TRUE,550000,CHF,Traditional aid,,commitment,2024-05-29T18:38:40.541Z,1,incoming,single,7F-10137.02,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,10,Protection,single,,,,1,Afghanistan,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2023-11-23T00:00:00.000Z
303790,359281,,2027,,financial,2024-03-25T09:27:23.921Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Assistance to Victims of Violence,earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,300000,CHF,Traditional aid,,commitment,2024-03-25T09:27:23.921Z,1,incoming,single,7F-10157.99,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,13,Protection - Gender-Based Violence,single,,,,49,Colombia,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
303956,318810,,2027,,financial,2024-03-25T15:19:12.677Z,2022-06-30T00:00:00Z,,Basic nutrition,earmarked,0.941,2024-01-14T00:00:00Z,Standard,,TRUE,300000,CHF,Traditional aid,,commitment,2024-03-25T15:19:12.677Z,1,incoming,single,7F-10226.02,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,957,Sudan Complex Emergency 2023,single,,,,9,Nutrition,single,,,,44,Chad,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-14T00:00:00.000Z
304123,71856,,2027,,financial,2024-03-26T13:55:43.118Z,2019-04-30T00:00:00Z,,Protection,earmarked,0.835,2024-01-14T00:00:00Z,Standard,,TRUE,60000,CHF,Traditional aid,,commitment,2024-03-26T13:55:43.118Z,1,incoming,single,7F-10235.99,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,10,Protection,single,,,,52,Democratic Republic of the Congo,single,,,,4332,Cordaid International,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-14T00:00:00.000Z
304343,5988024,,2027,,financial,2024-03-28T06:58:37.686Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Protection,earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,5000000,CHF,Traditional aid,,commitment,2024-03-28T06:58:37.686Z,1,incoming,single,7F-10283.02,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,10,Protection,single,,,,52,Democratic Republic of the Congo,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
304346,2574850,,2027,,financial,2024-03-28T07:05:48.923Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Water supply,earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,2150000,CHF,Traditional aid,,commitment,2024-03-28T07:05:48.923Z,1,incoming,single,7F-10283.02,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,11,Water Sanitation Hygiene,single,,,,152,Mozambique,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
304352,598802,,2027,,financial,2024-03-28T07:10:46.467Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Sectors not specified,earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,500000,CHF,Traditional aid,,commitment,2024-03-28T07:10:46.467Z,1,incoming,single,7F-10283.02,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,11,Water Sanitation Hygiene,single,,,,250,Zimbabwe,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
304359,1197605,,2027,,financial,2024-03-28T08:55:18.012Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Migration,earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,1000000,CHF,Traditional aid,,commitment,2024-03-28T08:55:18.012Z,1,incoming,single,7F-10283.03,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,26481,Other,single,,,,71,Ethiopia,single,,,,5294,United Nations Development Programme,single,Multilateral Organizations,UN Agencies,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
304364,1197605,,2027,,financial,2024-03-28T09:02:33.185Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Household food security,earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,1000000,CHF,Traditional aid,,commitment,2024-03-28T09:02:33.185Z,1,incoming,single,7F-10283.03,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,6,Food Security,single,,,,116,Kenya,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
304450,2395210,,2027,,financial,2024-03-28T14:42:21.151Z,2024-01-14T00:00:00Z,2022-01-14T00:00:00Z,Protection,earmarked,0.835,2024-01-14T00:00:00Z,Standard,,TRUE,2000000,CHF,Traditional aid,,commitment,2024-03-28T14:42:21.151Z,1,incoming,single,7F-10866.99,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,10,Protection,single,,,,49,Colombia,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-14T00:00:00.000Z
304455,1263903,,,,financial,2024-03-28T14:53:09.388Z,2022-05-18T00:00:00Z,2022-05-18T00:00:00Z,Sexual and gender.based violence  (SGBV) prevention and response project in the Horn of Africa (HoA),earmarked,0.989,2022-06-16T00:00:00Z,Standard,Multiyear,TRUE,1250000,CHF,Traditional aid,254212,commitment,2024-03-28T14:53:09.388Z,1,incoming,single,7F-10875.99,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,43,2022,single,,,,,,,,,,13,Protection - Gender-Based Violence,single,,,,211; 212; 116; 233; 206; 71; 69; 62,South Sudan; Sudan; Kenya; Uganda; Somalia; Ethiopia; Eritrea; Djibouti,shared; shared; shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL; NULL; NULL,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Governments,International Government Entities,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2022-06-16T00:00:00.000Z
304465,1017964,,2027,,financial,2024-03-28T18:16:36.452Z,2024-01-14T00:00:00Z,2022-01-14T00:00:00Z,Humanitarian efficiency,earmarked,0.835,2024-01-14T00:00:00Z,Standard,,TRUE,850000,CHF,Traditional aid,,commitment,2024-03-28T18:16:36.452Z,1,incoming,single,7F-10326.99,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,26480,Coordination and support services,single,,,,206; 71; 69; 62,Somalia; Ethiopia; Eritrea; Djibouti,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,4543,Private (individuals & organizations),single,Private Organizations,International Private Organizations,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-14T00:00:00.000Z
304483,182036,,2027,,financial,2024-03-28T19:13:34.651Z,2024-01-14T00:00:00Z,2022-01-14T00:00:00Z,Protection,earmarked,0.835,2024-01-14T00:00:00Z,Standard,,TRUE,152000,CHF,Traditional aid,,commitment,2024-03-28T19:13:34.651Z,1,incoming,single,7F-10366.04,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,10,Protection,single,,,,52,Democratic Republic of the Congo,single,,,,6865,International NGO Safety Organisation,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-14T00:00:00.000Z
304532,1197605,,2027,,financial,2024-03-29T06:59:20.274Z,2024-01-14T00:00:00Z,2022-01-14T00:00:00Z,Programme Paix et Cohés. sociale,earmarked,0.835,2024-01-14T00:00:00Z,Standard,,TRUE,1000000,CHF,Traditional aid,,commitment,2024-03-29T06:59:20.274Z,1,incoming,single,7F-10979.99,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,10,Protection,single,,,,36,Burkina Faso,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-14T00:00:00.000Z
304537,524659,,2027,,financial,2024-03-29T07:18:01.328Z,2023-11-23T00:00:00Z,,7F-10991.01	Bangladesh	Non-profit Org. of South/East	Bamboo Climate Actio,softly earmarked,0.953,2023-11-23T00:00:00Z,Standard,,TRUE,500000,CHF,Traditional aid,,commitment,2024-03-29T07:18:01.328Z,1,incoming,single,7F-10991.01,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,26481,Other,single,,,,19,Bangladesh,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2023-11-23T00:00:00.000Z
304573,59880,,2027,,financial,2024-03-29T08:09:44.091Z,2024-01-14T00:00:00Z,2022-01-14T00:00:00Z,Humanitarian efficiency,earmarked,0.835,2024-01-14T00:00:00Z,Standard,,TRUE,50000,CHF,Traditional aid,,commitment,2024-03-29T08:09:44.091Z,1,incoming,single,7F-11016.03,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,26480,Coordination and support services,single,,,,217,Switzerland,single,,,,31,MapAction,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-14T00:00:00.000Z
304596,3300599,,2027,,financial,2024-03-29T09:02:48.480Z,2024-01-14T00:00:00Z,2022-01-14T00:00:00Z,Protection,earmarked,0.835,2024-01-14T00:00:00Z,Standard,,TRUE,2756000,CHF,Traditional aid,,commitment,2024-03-29T09:02:48.480Z,1,incoming,single,7F-11028.01,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,13,Protection - Gender-Based Violence,single,,,,211,South Sudan,single,,,,1858,Nile Hope,single,NGOs,National NGOs/CSOs,Local and National Non-State Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-14T00:00:00.000Z
304625,479042,,2027,,financial,2024-03-29T10:07:34.045Z,2024-01-14T00:00:00Z,2022-01-14T00:00:00Z,Sexual & Gender-based violence,earmarked,0.835,2024-01-14T00:00:00Z,Standard,,TRUE,400000,CHF,Traditional aid,,commitment,2024-03-29T10:07:34.045Z,1,incoming,single,7F-11052.02,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,13,Protection - Gender-Based Violence,single,,,,251,Global,single,,,,13439,Global Survivors Fund,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-14T00:00:00.000Z
304631,1574850,,2027,,financial,2024-03-29T10:21:15.482Z,2024-01-14T00:00:00Z,2022-01-14T00:00:00Z,Emergency food assistance,earmarked,0.835,2024-01-14T00:00:00Z,Standard,,TRUE,1315000,CHF,Cash transfer programming (CTP),,commitment,2024-03-29T10:21:15.482Z,1,incoming,single,7F-11063.01,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,6,Food Security,single,,,,162,Niger,single,,,,13812,Plan Bleu,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-14T00:00:00.000Z
