id,amountUSD,fullParkedAmountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date
311587,598802,,2027,,financial,2024-05-30T11:31:22.488Z,2024-04-10T00:00:00Z,2024-04-10T00:00:00Z,Reintegration,earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,500000,CHF,Traditional aid,,commitment,2024-05-30T11:31:22.488Z,1,incoming,single,7F-10623,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,12,Protection - Child Protection,single,,,,163,Nigeria,single,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311600,2994012,,2027,,financial,2024-05-30T11:45:44.635Z,2024-04-10T00:00:00Z,2024-04-10T00:00:00Z,Food and Agri. Sustainability for Liveli,earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,2500000,CHF,Traditional aid,,commitment,2024-05-30T11:45:44.635Z,1,incoming,single,7F-10707,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,6,Food Security,single,,,,1,Afghanistan,single,,,,4761,Aga Khan Foundation,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311616,1437126,,2027,,financial,2024-05-30T12:29:14.478Z,2024-01-14T00:00:00Z,2022-01-14T00:00:00Z,Food security policy,earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,1200000,CHF,Traditional aid,,commitment,2024-05-30T12:29:14.478Z,1,incoming,single,7F-10827,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,6,Food Security,single,,,,163,Nigeria,single,,,,4399,Food and Agriculture Organization of the United Nations,single,Multilateral Organizations,UN Agencies,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311643,4239521,,2027,,financial,2024-05-30T13:16:07.433Z,2024-04-10T00:00:00Z,2024-04-10T00:00:00Z,Climate Resilience,earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,3540000,CHF,Traditional aid,,commitment,2024-05-30T13:16:07.433Z,1,incoming,single,7F-10965,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,6,Food Security,single,,,,1,Afghanistan,single,,,,4761,Aga Khan Foundation,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311648,1556886,,2027,,financial,2024-05-30T13:30:29.276Z,2024-04-10T00:00:00Z,2024-04-10T00:00:00Z,Climate & Socially Resilient Livelihoods,earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,1300000,CHF,Traditional aid,,commitment,2024-05-30T13:30:29.276Z,1,incoming,single,7F-10974,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,26512,Agriculture,single,,,,1,Afghanistan,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311659,1065868,,2027,,financial,2024-05-30T13:39:42.488Z,2024-04-10T00:00:00Z,2024-04-10T00:00:00Z,Integrated Protection,earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,890000,CHF,Traditional aid,,commitment,2024-05-30T13:39:42.488Z,1,incoming,single,7F-10976,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,10,Protection,single,,,,163,Nigeria,single,,,,3001,International Rescue Committee,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311681,3592814,,2027,,financial,2024-05-30T15:44:32.522Z,2024-01-14T00:00:00Z,2024-04-10T00:00:00Z,Afghanistan,earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,3000000,CHF,Traditional aid,,commitment,2024-05-30T15:44:32.522Z,1,incoming,single,7F-11109,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,26479,Multi-sector,single,,,,1,Afghanistan,single,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311684,1796407,,2027,,financial,2024-05-30T15:47:08.251Z,2023-01-12T00:00:00Z,,Disaster Risk Reduction (DRR),earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,1500000,CHF,Traditional aid,,commitment,2024-05-30T15:47:22.522Z,1,incoming,single,7F-11113.99,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,2,Early Recovery,single,,,,220,Tajikistan,single,,,,4761,Aga Khan Foundation,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
311694,11976048,,2027,,financial,2024-05-30T16:09:53.392Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,"UKR, FSD HMR mine and UXO clearance",earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,10000000,CHF,Traditional aid,,commitment,2024-05-30T16:09:53.392Z,1,incoming,single,7F-11177.01,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,951,Ukraine Crisis 2022,single,,,,15,Protection - Mine Action,single,,,,234,Ukraine,single,,,,133,Fondation suisse de déminage,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
311714,598802,,2027,,financial,2024-05-30T16:48:52.731Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Disaster Risk Reduction (DRR) - 	Livelihood for Rohingya Response,earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,500000,CHF,Traditional aid,,commitment,2024-05-30T16:48:52.731Z,1,incoming,single,7F-11246.99,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,2,Early Recovery,single,,,,19,Bangladesh,single,,,,3569,UN Women,single,Multilateral Organizations,UN Agencies,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
311715,1197605,,2027,,financial,2024-05-30T16:50:30.324Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Resilient livelihoods,earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,1000000,CHF,Traditional aid,,commitment,2024-05-30T16:50:30.324Z,1,incoming,single,7F-11247,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,2,Early Recovery,single,,,,1,Afghanistan,single,,,,2937,Afghanaid,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311721,2994012,,2027,,financial,2024-05-30T16:55:34.456Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,AFG Resilience Trust Fund,unearmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,2500000,CHF,Traditional aid,,commitment,2024-05-30T16:55:34.456Z,1,incoming,single,7F-11249,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,,,,,,,1,Afghanistan,single,,,,1481,Afghan Reconstruction Trust Fund,single,Pooled Funds,Other Pooled Funds,Pooled Funds,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311728,29341,,2027,,financial,2024-05-30T17:06:55.897Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,ALB: Building Damage Assessment,earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,24500,CHF,Traditional aid,,paid,2024-05-30T17:06:55.897Z,1,incoming,single,7F-11261,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,26480,Coordination and support services,single,,,,3,Albania,single,,,,3943,"Albania, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311729,47904,,2027,,financial,2024-05-30T17:07:47.626Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Disaster Risk Reduction (DRR),earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,40000,CHF,Traditional aid,,paid,2024-05-30T17:07:47.626Z,1,incoming,single,7F-11261,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,26481,Other,single,,,,3,Albania,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311735,2395210,,2027,,financial,2024-05-30T17:13:55.910Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,"Primary health care
--- Health",earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,2000000,CHF,Traditional aid,,commitment,2024-05-30T17:13:55.910Z,1,incoming,single,7F-11264,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,951,Ukraine Crisis 2022,single,,,,7,Health,single,,,,146,"Moldova, Republic of",single,,,,13812,Plan Bleu,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
311738,2395210,,2027,,financial,2024-05-30T17:16:41.536Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Social Cohesion and Peace,earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,2000000,CHF,Traditional aid,,commitment,2024-05-30T17:16:41.536Z,1,incoming,single,7F-11265,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,951,Ukraine Crisis 2022,single,,,,2,Early Recovery,single,,,,146,"Moldova, Republic of",single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
311745,2395210,,2027,,financial,2024-05-30T17:30:21.579Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Women?s socio-econom. political equality,earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,2000000,CHF,Traditional aid,,commitment,2024-05-30T17:30:21.579Z,1,incoming,single,7F-11266.01,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,951,Ukraine Crisis 2022,single,,,,2,Early Recovery,single,,,,146,"Moldova, Republic of",single,,,,5294,United Nations Development Programme,single,Multilateral Organizations,UN Agencies,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311751,2395210,,2027,,financial,2024-05-30T17:58:35.138Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Removal of land mines,earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,2000000,CHF,Traditional aid,,commitment,2025-01-14T12:15:26.298Z,1,incoming,single,7F-11309.01,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,15,Protection - Mine Action,single,,,,234,Ukraine,single,,,,2404,Mines Advisory Group,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
311753,2994012,,2027,,financial,2024-05-30T18:00:45.390Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,hum.demining,earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,2500000,CHF,Traditional aid,,commitment,2024-05-30T18:00:45.390Z,1,incoming,single,7F-11311.01,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,15,Protection - Mine Action,single,,,,234,Ukraine,single,,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Governments,International Government Entities,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
311755,8443114,,2027,,financial,2024-05-30T18:08:29.348Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,SDC direct implementation  Removal of land mines,earmarked,0.835,2024-01-12T00:00:00Z,Standard,,TRUE,7050000,CHF,Traditional aid,,commitment,2024-05-30T18:08:29.348Z,1,incoming,single,7F-11324.01,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,15,Protection - Mine Action,single,,,,234,Ukraine,single,,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Governments,International Government Entities,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-01-12T00:00:00.000Z
311758,2994012,,2027,,financial,2024-05-30T18:15:32.591Z,2024-04-10T00:00:00Z,2024-04-10T00:00:00Z,Women Society Organization,earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,2500000,CHF,Traditional aid,,commitment,2024-05-30T18:15:32.591Z,1,incoming,single,7F-11333,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,,,,,,,1,Afghanistan,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311761,2395210,,2027,,financial,2024-05-30T18:22:24.912Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Returnees crisis,earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,2000000,CHF,Traditional aid,,commitment,2024-05-30T18:22:24.912Z,1,incoming,single,7F-11343,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,36,Burkina Faso,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311779,239521,,2027,,financial,2024-05-30T18:47:05.259Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Protection,softly earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,200000,CHF,Traditional aid,,commitment,2024-05-30T18:47:05.259Z,1,incoming,single,7F-11356,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,957,Sudan Complex Emergency 2023,single,,,,10,Protection,single,,,,212,Sudan,single,,,,4265,Saferworld,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311790,718563,,2027,,financial,2024-05-30T18:55:02.501Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Mine Action,softly earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,600000,CHF,Traditional aid,,commitment,2024-05-30T18:55:02.501Z,1,incoming,single,7F-11362,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,15,Protection - Mine Action,single,,,,153,Myanmar,single,,,,5298,Danish Refugee Council,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311800,239521,,2027,,financial,2024-05-30T19:06:52.969Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Small Humanitarian Actions,softly earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,200000,CHF,Traditional aid,,commitment,2024-05-30T19:06:52.969Z,1,incoming,single,7F-11373,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,6,Food Security,single,,,,152,Mozambique,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311803,239521,,2027,,financial,2024-05-30T19:10:14.769Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Multi-Hazard,softly earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,200000,CHF,Traditional aid,,commitment,2024-05-30T19:10:14.769Z,1,incoming,single,7F-11381,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,2,Early Recovery,single,,,,175,Peru,single,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
311812,598802,,2027,,financial,2024-05-30T19:17:42.024Z,2024-01-12T00:00:00Z,2024-01-12T00:00:00Z,Tchad-UNHAS-Accès aux bénéficiaires,softly earmarked,0.835,2024-04-10T00:00:00Z,Standard,,TRUE,500000,CHF,Traditional aid,,commitment,2024-05-30T19:17:42.024Z,1,incoming,single,7F-11388,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,48,2027,single,,,,,,,,,,26480,Coordination and support services,single,,,,44,Chad,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,48,2027,single,,,,Primary,"Switzerland, Government of",Email,2024-04-10T00:00:00.000Z
312168,43033,,2023,,financial,2024-05-31T16:02:04.491Z,2024-05-31T00:00:00Z,2023-03-30T00:00:00Z,Provision of protection and assistance to vulnerable Haitian women and children migrants,earmarked,1.353,2023-08-11T00:00:00Z,Standard,,TRUE,58224,CAD,Traditional aid,,paid,2025-03-13T06:51:33.048Z,1,incoming,single,P006406,40,Canada,single,,,,2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,44,2023,single,,,,,,,,,,10,Protection,single,,,,96,Haiti,single,,,,2986,International Organization for Migration,single,Multilateral Organizations,UN Agencies,International Actors,48,2027,single,,,,Primary,International Organization for Migration,Email,2023-08-11T00:00:00.000Z
312416,2263573,,2024,,financial,2024-06-04T06:40:46.059Z,2024-05-29T00:00:00Z,2024-05-29T00:00:00Z,Enhancing Food Security and Resilience of Rural Pastoral and Agro pastoral Communities,earmarked,0.954,2024-06-03T00:00:00Z,Standard,,TRUE,2159449,EUR,Traditional aid,,commitment,2024-06-04T06:40:46.059Z,1,incoming,single,NDICI AFRICA /2023/442-074,,,,,,,2966,European Commission,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,45,2024,single,,,,957,Sudan Complex Emergency 2023,single,,,,6,Food Security,single,,,,212,Sudan,single,,,,4399,Food and Agriculture Organization of the United Nations,single,Multilateral Organizations,UN Agencies,International Actors,48,2027,single,,,,Primary,Food and Agriculture Organization of the United Nations,Email,2024-06-03T00:00:00.000Z
312679,10171462,,2024,,financial,2024-06-12T02:25:20.054Z,2024-06-03T00:00:00Z,2024-01-23T00:00:00Z,Denmark Contribution to OCHA 2027,unearmarked,6.882,2024-06-06T00:00:00Z,Standard,,TRUE,70000000,DKK,Traditional aid,,commitment,2024-06-12T07:01:32.055Z,2,incoming,single,OCT/DNK/2027/76086/OCHA(OCHA)/Unallocated/82508 MPA 2024- 2027,61,Denmark,single,,,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,45,2024,single,,,,,,,,,,,,,,,,251,Global,single,,,,4396,Office for the Coordination of Humanitarian Affairs,single,Multilateral Organizations,UN Agencies,International Actors,48,2027,single,,,,Primary,Office for the Coordination of Humanitarian Affairs,From OCT-OCHA,2024-06-12T00:00:00.000Z
313223,27608253,,2024,,financial,2024-12-20T02:30:20.757Z,2024-06-03T00:00:00Z,2024-06-03T00:00:00Z,Denmark Contribution to CERF 2027,unearmarked,6.882,2024-06-13T00:00:00Z,Standard,,TRUE,190000000,DKK,Traditional aid,,commitment,2024-12-20T12:15:45.093Z,2,incoming,single,OCT/DNK/2027/77120/OCHA(CERF)/Unallocated/83786 MPA 2024- 2027,61,Denmark,single,,,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,45,2024,single,,,,,,,,,,,,,,,,,,,,,,4762,Central Emergency Response Fund,single,Pooled Funds,Global UN Pooled Funds,Pooled Funds,48,2027,single,,,,Primary,Office for the Coordination of Humanitarian Affairs,From OCT-CERF,2024-12-20T00:00:00.000Z
313406,3182040,,,,financial,2024-06-20T16:06:08.803Z,2021-03-29T00:00:00Z,2021-03-29T00:00:00Z,Enroll OOSC Project: Break the Cycle of Poverty,earmarked,,2024-06-12T00:00:00Z,Standard,,TRUE,,,Traditional aid,,commitment,2024-06-20T16:06:08.803Z,1,incoming,single,,181,Qatar,single,,,,7173,Education Above All Foundation,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,42,2021,single,,,,,,,,,,3,Education,single,,,,36; 91; 96; 134; 137; 156; 197,Burkina Faso; Guatemala; Haiti; Malawi; Mali; Nepal; Senegal,shared; shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL; NULL,14297,BuildOn,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,Education Above All Foundation,Email,2024-06-12T00:00:00.000Z
313605,840090,,,,financial,2024-06-22T03:32:05.908Z,2022-03-27T00:00:00Z,2022-03-27T00:00:00Z,Improved access and retention to quality primary education for out of school children in Tanzania,earmarked,,2024-06-12T00:00:00Z,Standard,,TRUE,,,Traditional aid,,commitment,2024-06-22T03:32:05.908Z,1,incoming,single,,181,Qatar,single,,,,7173,Education Above All Foundation,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,43,2022,single,,,,,,,,,,3,Education,single,,,,221,"Tanzania, United Republic of",single,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,48,2027,single,,,,Primary,Education Above All Foundation,Email,2024-06-12T00:00:00.000Z
313610,522955,,,,financial,2024-06-22T03:40:27.562Z,2021-01-20T00:00:00Z,2021-01-20T00:00:00Z,Qatar Scholarship Program/EAA/ Al Quds BARD,earmarked,,2024-06-12T00:00:00Z,Standard,,TRUE,,,Traditional aid,,commitment,2024-06-22T03:40:27.562Z,1,incoming,single,,181,Qatar,single,,,,7173,Education Above All Foundation,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,42,2021,single,,,,,,,,,,3,Education,single,,,,171,Occupied Palestinian Territory,single,,,,14309,Al-Quds Bard College,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,48,2027,single,,,,Primary,Education Above All Foundation,Email,2024-06-12T00:00:00.000Z
313637,3874728,,,,financial,2024-06-22T04:03:32.666Z,2023-09-05T00:00:00Z,2023-09-05T00:00:00Z,Zero-Out-of-School Children in Rwanda,earmarked,,2024-06-12T00:00:00Z,Standard,,TRUE,,,Traditional aid,,commitment,2024-06-22T04:03:32.666Z,1,incoming,single,,181,Qatar,single,,,,7173,Education Above All Foundation,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,44,2023,single,,,,,,,,,,3,Education,single,,,,185,Rwanda,single,,,,2849,Save the Children,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,Education Above All Foundation,Email,2024-06-12T00:00:00.000Z
314388,2337121,2337121,2023,,financial,2024-07-02T14:12:54.309Z,2023-07-05T00:00:00Z,2023-07-05T00:00:00Z,Multi-Sector	BRCiS III- The project aims to enhance the resilience of targeted communities by supporting vulnerable rural communities to cope with shocks and stresses.,earmarked,0.7826,2023-11-23T00:00:00Z,Parked,,TRUE,1829031,GBP,Traditional aid,,commitment,2024-07-02T14:12:54.309Z,1,incoming,single,300978-405,236,United Kingdom,single,,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,44,2023,single,,,,,,,,,,26479,Multi-sector,single,,,,206,Somalia,single,,,,2178,Norwegian Refugee Council,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary; Primary,"United Kingdom, Government of; Norwegian Refugee Council",Email; Email,2023-11-23T00:00:00.000Z; 2024-06-12T00:00:00.000Z
314393,1215390,,2023,,financial,2024-07-02T14:20:12.266Z,2023-10-01T00:00:00Z,2023-10-01T00:00:00Z,Multi-Sector	BRCiS III- The project aims to enhance the resilience of targeted communities by supporting vulnerable rural communities to cope with shocks and stresses.,earmarked,0.7826,2024-06-12T00:00:00Z,Standard,Multiyear,TRUE,951164,GBP,Cash transfer programming (CTP),294671,commitment,2024-07-02T14:20:12.266Z,1,incoming,single,SOM/IMPL/ME0168/2023,236,United Kingdom,single,,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,44,2023,single,,,,,,,,,,26479,Multi-sector,single,,,,206,Somalia,single,,,,2178,Norwegian Refugee Council,single,NGOs,International NGOs,International Actors,48,2027,single,,,,Primary,Norwegian Refugee Council,Email,2024-06-12T00:00:00.000Z
